Duration(sec),Paket Loss Rate(Reliability),Packet Delay Budget(Latency(ms)),Bandwidth(GHz),Delay Rate(Mbps),Speed(Mbps),Jitter(ps),User Device Type,Modulation Type
0.11111111111111112,0.9999999999999999,0.9387755102040816,0.6774193548387096,0.08139534883720931,0.2360122075279756,0.1654676258992806,8,0
0.22222222222222227,0.0009000900090009002,0.32653061224489793,0.6774193548387096,0.08139534883720931,0.660902000678196,0.1510791366906475,8,0
0.07407407407407408,0.9999999999999999,0.28571428571428564,0.3548387096774194,0.040697674418604654,0.6049508307900984,0.539568345323741,8,0
0.22222222222222227,0.0999099909990999,0.5306122448979591,0.29032258064516137,0.08139534883720931,0.44930484910139035,0.6115107913669064,8,0
1.0,0.0,0.6122448979591836,0.29032258064516137,0.563953488372093,0.6096982027806037,0.17985611510791366,8,0
1.0,0.9999999999999999,0.38775510204081626,0.0,0.563953488372093,0.4231943031536114,0.539568345323741,8,0
0.4444444444444445,0.9999999999999999,0.8775510204081631,0.0,0.08139534883720931,0.4411664971176671,0.539568345323741,8,0
0.0,0.0,0.9591836734693877,0.3548387096774194,1.0,0.4123431671753137,0.539568345323741,8,0
0.07407407407407408,0.0009000900090009002,0.7755102040816325,0.29032258064516137,0.5930232558139535,0.07392336385215328,0.1654676258992806,8,0
0.22222222222222227,0.0,0.10204081632653061,1.0,0.5930232558139535,0.7843336724313328,0.539568345323741,8,0
1.0,0.9999999999999999,0.04081632653061225,0.0,1.0,0.2109189555781621,0.1510791366906475,8,0
0.4444444444444445,0.9999999999999999,0.5714285714285714,0.29032258064516137,1.0,0.5567989148864022,0.1510791366906475,8,0
0.0,0.009900990099009901,0.7551020408163265,0.032258064516129115,1.0,0.5140725669718549,1.0,8,0
0.07407407407407408,0.9999999999999999,0.6326530612244897,0.3548387096774194,0.08139534883720931,0.26551373346897256,0.03597122302158273,8,0
0.4444444444444445,0.9999999999999999,0.3061224489795918,0.6774193548387096,0.040697674418604654,0.2014242115971516,0.9712230215827338,8,0
0.4444444444444445,0.9999999999999999,0.7959183673469387,0.0,0.0,0.24313326551373346,0.1510791366906475,8,0
0.4444444444444445,0.0009000900090009002,0.7346938775510203,0.5161290322580646,0.040697674418604654,0.9182773821634453,0.6115107913669064,8,0
0.33333333333333337,0.0009000900090009002,0.8163265306122448,0.0,0.563953488372093,0.6866734486266531,0.1510791366906475,8,0
0.11111111111111112,0.0,0.6530612244897959,0.6774193548387096,0.5930232558139535,0.04984740590030519,0.17985611510791366,8,0
0.0,0.9999999999999999,0.673469387755102,0.0,0.08139534883720931,0.09766022380467956,0.539568345323741,8,0
0.4444444444444445,0.9999999999999999,0.8571428571428571,0.29032258064516137,0.0,0.04069175991861648,0.827338129496403,8,0
0.0,0.9999999999999999,0.36734693877551017,0.3548387096774194,0.5930232558139535,0.6765005086469991,0.03597122302158273,8,0
0.33333333333333337,0.0009000900090009002,0.061224489795918366,0.5161290322580646,0.040697674418604654,0.4069175991861649,0.1510791366906475,8,0
0.0,0.9999999999999999,0.510204081632653,0.29032258064516137,0.0,0.8786029162427943,0.9712230215827338,8,0
0.07407407407407408,0.9999999999999999,0.26530612244897955,0.0,0.040697674418604654,0.14615123770769753,0.1654676258992806,8,0
0.33333333333333337,0.9999999999999999,0.836734693877551,0.6774193548387096,0.563953488372093,0.7138012885723976,0.1654676258992806,8,0
0.07407407407407408,0.0009000900090009002,0.2040816326530612,0.6774193548387096,0.08139534883720931,0.5995252628009495,0.4244604316546763,8,0
0.4444444444444445,0.9999999999999999,0.38775510204081626,0.29032258064516137,0.08139534883720931,0.3560528992878942,0.1510791366906475,8,0
1.0,0.9999999999999999,0.18367346938775508,1.0,0.040697674418604654,0.9623601220752799,0.539568345323741,8,0
1.0,0.0009000900090009002,0.38775510204081626,0.032258064516129115,0.0,0.2278738555442523,0.03597122302158273,8,0
0.33333333333333337,0.009900990099009901,0.18367346938775508,0.29032258064516137,1.0,0.033231603933536795,0.827338129496403,8,0
0.07407407407407408,0.9999999999999999,0.38775510204081626,0.29032258064516137,0.5930232558139535,0.14479484571041032,0.1654676258992806,8,0
0.11111111111111112,0.0,1.0,0.6774193548387096,0.040697674418604654,0.06069854187860292,0.827338129496403,8,0
0.33333333333333337,0.9999999999999999,0.5510204081632653,0.6774193548387096,0.0,0.38148524923702953,0.9712230215827338,8,0
0.0,0.9999999999999999,0.38775510204081626,0.032258064516129115,0.034883720930232565,0.5595116988809766,0.4244604316546763,8,0
0.22222222222222227,0.0009000900090009002,0.18367346938775508,0.29032258064516137,0.0,0.18819938962360125,0.17985611510791366,8,0
0.4444444444444445,0.0999099909990999,0.7959183673469387,0.29032258064516137,0.040697674418604654,0.6483553747032893,0.1510791366906475,8,0
0.33333333333333337,0.9999999999999999,0.5510204081632653,0.29032258064516137,0.034883720930232565,0.17599186164801628,0.0,8,0
1.0,0.0999099909990999,0.4897959183673469,0.3548387096774194,0.040697674418604654,0.16276703967446593,0.0,8,0
0.0,0.0,0.7959183673469387,0.29032258064516137,0.08139534883720931,0.8596134282807733,0.9712230215827338,8,0
0.4444444444444445,0.0,0.38775510204081626,0.6774193548387096,0.034883720930232565,0.6100373007799255,0.03597122302158273,8,0
0.22222222222222227,0.9999999999999999,0.346938775510204,0.032258064516129115,0.08139534883720931,0.05866395388267209,0.6115107913669064,8,0
0.0,0.9999999999999999,0.7959183673469387,0.0,0.0,0.6185147507629706,0.1510791366906475,8,0
0.4444444444444445,0.0,0.18367346938775508,0.3548387096774194,0.563953488372093,0.628009494743981,0.03597122302158273,8,0
0.22222222222222227,0.9999999999999999,1.0,0.0,0.0,0.0762970498474059,0.5107913669064749,8,0
0.33333333333333337,0.9999999999999999,0.5510204081632653,0.032258064516129115,0.034883720930232565,0.17836554764326892,0.1510791366906475,8,0
1.0,0.9999999999999999,1.0,0.29032258064516137,0.034883720930232565,0.09901661580196677,0.1654676258992806,8,0
0.11111111111111112,0.0,0.4897959183673469,0.0,0.08139534883720931,0.7951848084096305,0.5107913669064749,8,0
0.07407407407407408,0.9999999999999999,0.7959183673469387,0.6774193548387096,0.034883720930232565,0.3387589013224822,0.539568345323741,8,0
0.33333333333333337,0.9999999999999999,1.0,0.3548387096774194,0.5930232558139535,0.468972533062055,0.539568345323741,8,0
1.0,0.9999999999999999,0.7959183673469387,0.5161290322580646,0.563953488372093,0.9111563241776874,0.03597122302158273,8,0
0.33333333333333337,0.0,0.7959183673469387,0.6774193548387096,1.0,0.3967446592065107,0.539568345323741,8,0
1.0,0.0009000900090009002,1.0,0.6774193548387096,0.040697674418604654,0.4089521871820957,0.539568345323741,8,0
1.0,0.9999999999999999,0.7959183673469387,0.5161290322580646,0.5930232558139535,0.26144455747711093,0.17985611510791366,8,0
0.0,0.0,0.38775510204081626,0.29032258064516137,0.0,0.15462868769074264,0.17985611510791366,8,0
0.11111111111111112,0.9999999999999999,0.5510204081632653,0.5161290322580646,0.08139534883720931,0.3353679213292642,0.827338129496403,8,0
0.4444444444444445,0.9999999999999999,0.4897959183673469,0.3548387096774194,0.040697674418604654,0.035605289928789426,0.6115107913669064,8,0
1.0,0.9999999999999999,0.28571428571428564,1.0,0.08139534883720931,0.12377076975245846,0.9712230215827338,8,0
1.0,0.9999999999999999,1.0,0.6774193548387096,0.5930232558139535,0.2746693794506613,0.4244604316546763,8,0
1.0,0.009900990099009901,0.5510204081632653,0.032258064516129115,0.08139534883720931,0.8908104442183792,0.3669064748201439,8,0
0.07407407407407408,0.9999999999999999,0.38775510204081626,0.6774193548387096,0.08139534883720931,0.24720244150559514,0.539568345323741,8,0
0.07407407407407408,0.0999099909990999,1.0,0.6774193548387096,0.563953488372093,0.660902000678196,0.3669064748201439,8,0
0.11111111111111112,0.0009000900090009002,0.18367346938775508,0.6774193548387096,0.0,0.8833502882332995,0.539568345323741,8,0
0.4444444444444445,0.0009000900090009002,0.7959183673469387,0.5161290322580646,0.0,0.5249237029501527,0.17985611510791366,8,0
0.4444444444444445,0.0009000900090009002,0.18367346938775508,0.0,0.0,0.8891149542217702,0.9712230215827338,8,0
0.4444444444444445,0.9999999999999999,0.38775510204081626,0.29032258064516137,0.5930232558139535,0.9677856900644287,0.03597122302158273,8,0
1.0,0.009900990099009901,0.4897959183673469,0.6774193548387096,0.08139534883720931,0.15768056968463887,0.03597122302158273,8,0
0.07407407407407408,0.0999099909990999,0.5510204081632653,1.0,0.0,0.4276025771447949,0.539568345323741,8,0
1.0,0.009900990099009901,0.7959183673469387,0.29032258064516137,0.034883720930232565,0.4818582570362835,0.1654676258992806,8,0
0.07407407407407408,0.9999999999999999,1.0,0.6774193548387096,0.5930232558139535,0.8674126822651748,0.17985611510791366,8,0
0.0,0.0,0.7959183673469387,0.29032258064516137,0.034883720930232565,0.34554086130891826,0.03597122302158273,8,0
0.11111111111111112,0.0009000900090009002,0.38775510204081626,0.29032258064516137,0.034883720930232565,0.2017633095964734,0.9712230215827338,8,0
0.33333333333333337,0.0,0.4897959183673469,0.5161290322580646,0.08139534883720931,0.1346219057307562,0.539568345323741,8,0
0.22222222222222227,0.9999999999999999,1.0,1.0,0.034883720930232565,0.06341132587317735,0.3669064748201439,8,0
1.0,0.0,0.4897959183673469,0.3548387096774194,0.5930232558139535,0.5123770769752459,1.0,8,0
0.07407407407407408,0.009900990099009901,0.4897959183673469,0.032258064516129115,0.034883720930232565,0.04611732790776535,0.1510791366906475,8,0
0.4444444444444445,0.009900990099009901,0.18367346938775508,0.3548387096774194,0.034883720930232565,0.23770769752458462,0.17985611510791366,8,0
1.0,0.0999099909990999,0.7959183673469387,0.29032258064516137,0.040697674418604654,0.6897253306205494,0.1654676258992806,8,0
0.4444444444444445,0.9999999999999999,0.4897959183673469,0.3548387096774194,0.08139534883720931,0.7714479484571042,0.17985611510791366,8,0
0.07407407407407408,0.0,1.0,1.0,0.563953488372093,0.8175652763648695,0.03597122302158273,8,0
0.07407407407407408,0.9999999999999999,0.28571428571428564,0.6774193548387096,0.0,0.4265852831468294,0.03597122302158273,8,0
0.4444444444444445,0.0009000900090009002,0.28571428571428564,0.3548387096774194,0.034883720930232565,0.21634452356731096,0.827338129496403,8,0
0.4444444444444445,0.0,0.38775510204081626,0.5161290322580646,0.0,0.08748728382502544,0.03597122302158273,8,0
1.0,0.9999999999999999,0.4897959183673469,0.29032258064516137,0.0,0.059681247880637514,0.539568345323741,8,0
0.0,0.9999999999999999,0.4897959183673469,0.6774193548387096,0.040697674418604654,0.7470328925059343,0.1654676258992806,8,0
0.33333333333333337,0.009900990099009901,0.7959183673469387,1.0,0.5930232558139535,0.5734147168531707,0.539568345323741,8,0
0.0,0.009900990099009901,0.5510204081632653,0.3548387096774194,0.034883720930232565,0.6975245846049509,0.0,8,0
0.11111111111111112,0.9999999999999999,0.18367346938775508,0.032258064516129115,0.563953488372093,0.8406239403187522,1.0,8,0
0.11111111111111112,0.9999999999999999,0.7959183673469387,0.6774193548387096,0.0,0.6856561546286878,0.1654676258992806,8,0
0.07407407407407408,0.0,0.18367346938775508,0.29032258064516137,0.040697674418604654,0.8487622923024755,1.0,8,0
0.0,0.0009000900090009002,0.38775510204081626,1.0,0.5930232558139535,0.02373685995252628,0.9712230215827338,8,0
0.07407407407407408,0.0,0.4897959183673469,0.0,0.0,0.9335367921329265,0.9712230215827338,8,0
1.0,0.009900990099009901,0.18367346938775508,0.0,0.034883720930232565,0.2773821634452357,0.1510791366906475,8,0
1.0,0.0009000900090009002,1.0,0.6774193548387096,0.563953488372093,0.38419803323160395,0.5107913669064749,8,0
0.4444444444444445,0.0009000900090009002,0.5510204081632653,0.032258064516129115,0.034883720930232565,0.6744659206510683,0.17985611510791366,8,0
0.33333333333333337,0.9999999999999999,0.7959183673469387,0.032258064516129115,0.034883720930232565,0.14547304170905392,0.1654676258992806,8,0
1.0,0.0,0.38775510204081626,0.6774193548387096,0.034883720930232565,0.6619192946761615,0.4244604316546763,8,0
1.0,0.0,0.7959183673469387,0.3548387096774194,0.5930232558139535,0.9423533401152934,0.3669064748201439,8,0
0.07407407407407408,0.0999099909990999,0.28571428571428564,0.3548387096774194,0.08139534883720931,0.7300779925398441,0.1510791366906475,8,0
0.22222222222222227,0.9999999999999999,0.5510204081632653,1.0,0.040697674418604654,0.20922346558155308,0.827338129496403,8,0
1.0,0.9999999999999999,0.7959183673469387,0.0,0.0,0.06205493387589013,0.03597122302158273,8,0
0.07407407407407408,0.0,0.5510204081632653,0.29032258064516137,0.08139534883720931,0.09393014581213971,0.0,8,0
0.07407407407407408,0.9999999999999999,1.0,0.29032258064516137,0.034883720930232565,0.4503221430993557,0.539568345323741,8,0
1.0,0.9999999999999999,1.0,0.29032258064516137,0.08139534883720931,0.956934554086131,0.539568345323741,8,0
0.0,0.9999999999999999,0.28571428571428564,0.29032258064516137,0.040697674418604654,0.4662597490674806,0.1510791366906475,8,0
0.33333333333333337,0.9999999999999999,0.5510204081632653,0.6774193548387096,0.5930232558139535,0.2814513394370973,0.1654676258992806,8,0
0.07407407407407408,0.0009000900090009002,0.7959183673469387,0.29032258064516137,1.0,0.427263479145473,0.827338129496403,8,0
0.0,0.9999999999999999,0.7959183673469387,0.6774193548387096,1.0,0.5998643608002714,0.3669064748201439,8,0
0.0,0.9999999999999999,0.28571428571428564,0.5161290322580646,0.5930232558139535,0.5483214649033571,0.9712230215827338,8,0
0.22222222222222227,0.0009000900090009002,1.0,0.29032258064516137,0.563953488372093,0.6236012207527977,1.0,8,0
0.22222222222222227,0.9999999999999999,0.18367346938775508,0.5161290322580646,0.0,0.5629026788741948,0.03597122302158273,8,0
0.4444444444444445,0.0009000900090009002,0.7959183673469387,0.5161290322580646,0.034883720930232565,0.7982366904035267,0.17985611510791366,8,0
0.0,0.9999999999999999,1.0,0.6774193548387096,0.08139534883720931,0.8311291963377417,1.0,8,0
0.33333333333333337,0.9999999999999999,0.18367346938775508,0.0,0.034883720930232565,0.1685317056629366,1.0,8,0
0.07407407407407408,0.9999999999999999,0.28571428571428564,0.0,0.563953488372093,0.6388606307222788,0.827338129496403,8,0
0.07407407407407408,0.9999999999999999,1.0,0.6774193548387096,0.040697674418604654,0.5473041709053917,0.1654676258992806,8,0
0.0,0.0999099909990999,0.5510204081632653,0.29032258064516137,0.034883720930232565,0.49576127500847755,0.9712230215827338,8,0
0.11111111111111112,0.0,0.7959183673469387,0.5161290322580646,0.040697674418604654,0.7504238724991523,0.539568345323741,8,0
1.0,0.0,0.7959183673469387,0.6774193548387096,0.0,0.04442183791115633,0.17985611510791366,8,0
0.4444444444444445,0.0999099909990999,0.7959183673469387,0.3548387096774194,0.563953488372093,0.9857578840284843,0.03597122302158273,8,0
0.22222222222222227,0.9999999999999999,0.5510204081632653,0.6774193548387096,0.08139534883720931,0.868769074262462,0.539568345323741,8,0
1.0,0.0,0.18367346938775508,0.6774193548387096,0.5930232558139535,0.06612410986775179,0.539568345323741,8,0
0.33333333333333337,0.0009000900090009002,0.7959183673469387,0.0,0.5930232558139535,0.4296371651407257,0.3669064748201439,8,0
0.33333333333333337,0.0,0.38775510204081626,1.0,0.0,0.7934893184130215,0.3669064748201439,8,0
0.33333333333333337,0.9999999999999999,0.5510204081632653,0.6774193548387096,1.0,0.6666666666666667,0.17985611510791366,8,0
0.11111111111111112,0.9999999999999999,0.7959183673469387,0.6774193548387096,0.040697674418604654,0.5384876229230249,0.4244604316546763,8,0
0.0,0.009900990099009901,0.4897959183673469,0.29032258064516137,0.040697674418604654,0.7850118684299764,0.827338129496403,8,0
0.33333333333333337,0.0,1.0,0.29032258064516137,0.5930232558139535,0.6785350966429299,1.0,8,0
0.07407407407407408,0.0999099909990999,0.5510204081632653,0.0,1.0,0.0010172939979654107,0.03597122302158273,8,0
0.0,0.0009000900090009002,0.7959183673469387,0.29032258064516137,0.5930232558139535,0.6605629026788743,0.539568345323741,8,0
0.0,0.9999999999999999,0.28571428571428564,1.0,0.5930232558139535,0.43913190912173616,0.03597122302158273,8,0
0.07407407407407408,0.9999999999999999,0.4897959183673469,0.3548387096774194,0.0,0.3123092573753815,0.1510791366906475,8,0
0.4444444444444445,0.0999099909990999,0.28571428571428564,0.29032258064516137,0.040697674418604654,0.48219735503560535,0.539568345323741,8,0
0.07407407407407408,0.009900990099009901,0.7959183673469387,0.0,0.0,0.6219057307561886,0.17985611510791366,8,0
0.33333333333333337,0.009900990099009901,0.5510204081632653,0.29032258064516137,0.034883720930232565,0.6998982706002035,0.1510791366906475,8,0
1.0,0.0,0.28571428571428564,0.6774193548387096,0.040697674418604654,0.01797219396405561,0.1654676258992806,8,0
1.0,0.0,0.28571428571428564,0.3548387096774194,0.5930232558139535,0.6598847066802307,0.827338129496403,8,0
0.0,0.0009000900090009002,0.4897959183673469,0.032258064516129115,0.034883720930232565,0.3974228552051543,0.1510791366906475,8,0
0.22222222222222227,0.0999099909990999,0.7959183673469387,1.0,0.5930232558139535,0.1275008477449983,0.17985611510791366,8,0
0.33333333333333337,0.9999999999999999,1.0,0.5161290322580646,0.08139534883720931,0.924042048151916,0.1654676258992806,8,0
0.4444444444444445,0.0,0.4897959183673469,0.29032258064516137,0.034883720930232565,0.4438792811122415,0.3669064748201439,8,0
0.0,0.0009000900090009002,0.7959183673469387,0.0,0.563953488372093,0.6771787046456427,0.03597122302158273,8,0
0.07407407407407408,0.009900990099009901,0.28571428571428564,0.6774193548387096,0.563953488372093,0.693794506612411,0.0,8,0
0.4444444444444445,0.0,0.5510204081632653,0.29032258064516137,0.563953488372093,0.6347914547304172,0.3669064748201439,8,0
0.11111111111111112,0.9999999999999999,0.346938775510204,0.0,0.08139534883720931,0.3323160393353679,0.1510791366906475,8,0
1.0,0.0,0.5510204081632653,0.0,0.040697674418604654,0.6015598507968803,1.0,8,0
0.22222222222222227,0.9999999999999999,1.0,0.032258064516129115,0.0,0.19125127161749747,0.539568345323741,8,0
0.4444444444444445,0.9999999999999999,1.0,0.6774193548387096,0.034883720930232565,0.8640217022719567,0.03597122302158273,8,0
0.33333333333333337,0.0,0.4897959183673469,0.6774193548387096,0.034883720930232565,0.1420820617158359,0.1654676258992806,8,0
0.0,0.9999999999999999,0.5510204081632653,0.0,0.0,0.8328246863343507,0.9712230215827338,8,0
0.11111111111111112,0.0009000900090009002,0.5510204081632653,0.6774193548387096,0.08139534883720931,0.8280773143438455,0.4244604316546763,8,0
0.0,0.0,1.0,0.0,0.034883720930232565,0.1512377076975246,0.5107913669064749,8,0
0.07407407407407408,0.0,0.4897959183673469,0.3548387096774194,0.5930232558139535,0.7609359104781283,0.4244604316546763,8,0
0.11111111111111112,0.9999999999999999,0.7959183673469387,0.6774193548387096,0.0,0.6042726347914548,0.539568345323741,8,0
1.0,0.9999999999999999,1.0,0.3548387096774194,0.08139534883720931,0.517463546965073,0.1654676258992806,8,0
0.0,0.9999999999999999,0.346938775510204,0.0,0.0,0.50186503899627,1.0,8,0
0.33333333333333337,0.0,0.4897959183673469,0.3548387096774194,0.08139534883720931,0.9267548321464905,0.3669064748201439,8,0
0.4444444444444445,0.9999999999999999,0.5510204081632653,0.0,0.034883720930232565,0.9562563580874874,0.1510791366906475,8,0
0.4444444444444445,0.9999999999999999,0.4897959183673469,0.3548387096774194,0.0,0.3889454052221092,0.9712230215827338,8,0
0.07407407407407408,0.0009000900090009002,1.0,0.0,0.0,0.7497456765005087,0.1510791366906475,8,0
0.33333333333333337,0.0009000900090009002,1.0,0.29032258064516137,0.040697674418604654,0.7446592065106816,0.1654676258992806,8,0
0.33333333333333337,0.9999999999999999,0.4897959183673469,0.5161290322580646,0.040697674418604654,0.042726347914547304,0.539568345323741,8,0
1.0,0.0,1.0,0.3548387096774194,0.563953488372093,0.186842997626314,0.539568345323741,8,0
0.4444444444444445,0.9999999999999999,0.28571428571428564,0.0,0.08139534883720931,0.9216683621566634,0.539568345323741,8,0
0.07407407407407408,0.9999999999999999,0.7959183673469387,0.0,1.0,0.33909799932180407,0.1654676258992806,8,0
0.22222222222222227,0.009900990099009901,0.18367346938775508,0.29032258064516137,0.563953488372093,0.07697524584604952,0.539568345323741,8,0
0.33333333333333337,0.9999999999999999,0.346938775510204,0.6774193548387096,1.0,0.8955578162088844,0.0,8,0
0.07407407407407408,0.9999999999999999,0.346938775510204,0.6774193548387096,0.08139534883720931,0.9003051881993898,0.1510791366906475,8,0
0.07407407407407408,0.0,1.0,0.29032258064516137,0.034883720930232565,0.20651068158697866,1.0,8,0
1.0,0.9999999999999999,0.38775510204081626,1.0,0.563953488372093,0.24177687351644625,0.3669064748201439,8,0
0.0,0.0999099909990999,0.38775510204081626,0.29032258064516137,0.08139534883720931,0.16174974567650052,0.539568345323741,8,0
0.4444444444444445,0.9999999999999999,0.18367346938775508,0.5161290322580646,0.040697674418604654,0.19803323160393355,0.1654676258992806,8,0
0.0,0.0009000900090009002,0.7959183673469387,0.29032258064516137,0.040697674418604654,0.44625296710749407,0.539568345323741,8,0
0.4444444444444445,0.9999999999999999,0.18367346938775508,0.5161290322580646,0.563953488372093,0.6130891827738217,0.1654676258992806,8,0
0.07407407407407408,0.0,1.0,0.0,0.040697674418604654,0.6297049847405901,0.1510791366906475,8,0
1.0,0.0,0.38775510204081626,0.6774193548387096,0.08139534883720931,0.02848423194303154,0.539568345323741,8,0
0.11111111111111112,0.9999999999999999,1.0,0.6774193548387096,0.08139534883720931,0.35130552729738895,0.4244604316546763,8,0
0.4444444444444445,0.0,0.38775510204081626,1.0,0.0,0.5327229569345542,0.0,8,0
0.07407407407407408,0.9999999999999999,0.38775510204081626,0.032258064516129115,0.0,0.30688368938623267,0.539568345323741,8,0
0.33333333333333337,0.0,1.0,0.5161290322580646,0.034883720930232565,0.44421837911156326,0.03597122302158273,8,0
0.4444444444444445,0.0,1.0,0.032258064516129115,1.0,0.5462868769074263,0.827338129496403,8,0
0.11111111111111112,0.0,0.5510204081632653,0.5161290322580646,0.0,0.35062733129874535,0.1654676258992806,8,0
0.07407407407407408,0.9999999999999999,0.38775510204081626,0.29032258064516137,0.5930232558139535,0.185147507629705,0.1654676258992806,8,0
0.33333333333333337,0.0,0.38775510204081626,0.6774193548387096,1.0,0.15496778569006445,0.4244604316546763,8,0
0.33333333333333337,0.9999999999999999,0.5510204081632653,0.29032258064516137,0.040697674418604654,0.8501186842997627,1.0,8,0
0.07407407407407408,0.0,0.18367346938775508,0.3548387096774194,0.5930232558139535,0.7015937605968126,0.1654676258992806,8,0
0.4444444444444445,0.009900990099009901,1.0,0.032258064516129115,0.5930232558139535,0.33841980332316046,0.539568345323741,8,0
0.33333333333333337,0.0009000900090009002,0.4897959183673469,0.3548387096774194,0.040697674418604654,0.07188877585622246,1.0,8,0
0.4444444444444445,0.0,1.0,0.032258064516129115,0.563953488372093,0.07867073584265853,0.5107913669064749,8,0
0.07407407407407408,0.0,0.4897959183673469,0.0,0.040697674418604654,0.7731434384537132,0.17985611510791366,8,0
0.11111111111111112,0.9999999999999999,1.0,1.0,0.034883720930232565,0.05425567989148865,0.1510791366906475,8,0
0.33333333333333337,0.0999099909990999,0.7959183673469387,0.3548387096774194,0.08139534883720931,0.16378433367243134,0.827338129496403,8,0
0.07407407407407408,0.0009000900090009002,0.4897959183673469,0.3548387096774194,0.08139534883720931,0.5808748728382503,0.1510791366906475,8,0
0.4444444444444445,0.9999999999999999,0.7959183673469387,0.29032258064516137,0.034883720930232565,0.2800949474398101,0.17985611510791366,8,0
0.4444444444444445,0.0,0.5510204081632653,0.3548387096774194,0.5930232558139535,0.7958630044082741,0.1510791366906475,8,0
1.0,0.0,0.7959183673469387,0.29032258064516137,0.563953488372093,0.1698880976602238,0.5107913669064749,8,0
1.0,0.9999999999999999,0.18367346938775508,0.3548387096774194,0.5930232558139535,0.17327907765344186,0.0,8,0
0.0,0.9999999999999999,1.0,0.3548387096774194,0.5930232558139535,0.35198372329603256,0.5107913669064749,8,0
0.11111111111111112,0.9999999999999999,0.18367346938775508,0.6774193548387096,0.5930232558139535,0.4652424550695151,0.0,8,0
1.0,0.9999999999999999,0.4897959183673469,0.3548387096774194,0.034883720930232565,0.09833841980332317,0.1510791366906475,8,0
0.11111111111111112,0.0,0.7959183673469387,0.6774193548387096,0.040697674418604654,0.7263479145473043,0.17985611510791366,8,0
0.33333333333333337,0.0,0.28571428571428564,0.6774193548387096,0.0,0.19498134961003732,0.1654676258992806,8,0
0.4444444444444445,0.9999999999999999,0.38775510204081626,0.29032258064516137,0.563953488372093,0.5476432689047135,0.17985611510791366,8,0
0.4444444444444445,0.9999999999999999,1.0,0.3548387096774194,1.0,0.25194981349610035,0.5107913669064749,8,0
0.33333333333333337,0.9999999999999999,0.4897959183673469,0.3548387096774194,0.563953488372093,0.7317734825364531,0.9712230215827338,8,0
